Episode,Score,Total Reward,Time Alive,loss,Epsilon,Replay Buffer Size,Train Steps
240,0,-88.2,118,"tensor(102.7732, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1556
241,0,-88.6,114,"tensor(50.4738, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1568
242,0,-88.4,116,"tensor(35.0829, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1579
243,0,-87.7,123,"tensor(213.8180, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1591
244,0,-88.2,118,"tensor(55.4175, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1603
245,0,-89.3,107,"tensor(34.5574, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1614
246,0,-88.4,116,"tensor(94.5764, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1626
247,0,-87.8,122,"tensor(116.6856, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1638
248,0,-89.1,109,"tensor(82.3463, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1649
249,0,-88.4,116,"tensor(105.3431, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1660
250,0,-91.9,81,"tensor(7.6691, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1668
251,0,-85,150,"tensor(123.5908, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1683
252,0,-88.5,115,"tensor(63.6201, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1695
253,0,-88.4,116,"tensor(55.7089, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1706
254,0,-88.2,118,"tensor(87.2570, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1718
255,0,-88.8,112,"tensor(91.2049, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1729
256,0,-88.4,116,"tensor(140.2291, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1741
257,0,-88.5,115,"tensor(74.3546, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1753
258,0,-88.3,117,"tensor(65.1272, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1764
259,0,-88.4,116,"tensor(34.4724, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1776
260,0,-88.4,116,"tensor(98.3498, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1787
261,0,-88.6,114,"tensor(63.5582, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1799
262,0,-88.4,116,"tensor(125.3585, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1810
263,0,-88.4,116,"tensor(109.7451, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1822
264,0,-88.7,113,"tensor(100.7002, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1833
265,0,-88.5,115,"tensor(130.9949, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1845
266,0,-88.5,115,"tensor(167.8749, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1856
267,0,-88.4,116,"tensor(57.4837, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1868
268,0,-88.4,116,"tensor(37.0777, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1880
269,0,-88.5,115,"tensor(128.9602, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1891
270,0,-88.4,116,"tensor(98.4592, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1903
271,0,-88.4,116,"tensor(98.6109, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1914
272,0,-88.5,115,"tensor(69.2029, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1926
273,0,-88.3,117,"tensor(40.3877, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1937
274,0,-88.5,115,"tensor(68.0540, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1949
275,0,-88.4,116,"tensor(73.1586, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1961
276,0,-88,120,"tensor(59.2245, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1973
277,0,-88.9,111,"tensor(47.8347, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1984
278,0,-88.5,115,"tensor(66.8118, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,1995
279,0,-88.4,116,"tensor(55.2787, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2007
280,0,-88.5,115,"tensor(50.0478, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2018
281,0,-89.2,108,"tensor(91.8685, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2029
282,0,-88.8,112,"tensor(27.4098, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2040
283,0,-88.4,116,"tensor(57.9762, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2052
284,0,-88.5,115,"tensor(46.2938, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2063
285,0,-88.4,116,"tensor(43.2692, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2075
286,0,-91.3,87,"tensor(29.1306, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2084
287,0,-85.5,145,"tensor(15.5007, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2098
288,0,-88.4,116,"tensor(72.4829, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2110
289,0,-88.5,115,"tensor(46.4949, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2121
290,0,-88.5,115,"tensor(43.6418, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2133
291,0,-88.5,115,"tensor(14.4149, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2144
292,0,-88.5,115,"tensor(14.0819, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2156
293,0,-88.4,116,"tensor(16.6171, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2167
294,0,-88.4,116,"tensor(12.2115, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2179
295,0,-88.4,116,"tensor(47.5536, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2191
296,0,-88.4,116,"tensor(39.9987, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2202
297,0,-88.5,115,"tensor(63.3601, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2214
298,0,-88.6,114,"tensor(63.4570, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2225
299,0,-88.4,116,"tensor(77.7007, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2237
300,0,-88.4,116,"tensor(61.5158, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2248
301,0,-88.7,113,"tensor(54.9986, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2260
302,0,-88.4,116,"tensor(14.2354, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2271
303,0,-88.4,116,"tensor(35.4843, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2283
304,0,-89.1,109,"tensor(7.3215, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2294
305,0,-88.6,114,"tensor(3.2419, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2305
306,0,-88.8,112,"tensor(15.9775, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2316
307,0,-88,120,"tensor(51.5530, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2328
308,0,-89.7,103,"tensor(30.9338, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2339
309,0,-88.5,115,"tensor(55.7376, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2350
310,0,-88.5,115,"tensor(29.8171, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2362
311,0,-88.3,117,"tensor(3.9825, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2373
312,0,-88.2,118,"tensor(9.3191, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2385
313,0,-88.7,113,"tensor(25.6833, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2396
314,0,-96.8,32,"tensor(46.5131, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2400
315,0,-91.7,83,"tensor(16.1520, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2408
316,0,-88.4,116,"tensor(58.9768, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2419
317,0,-88.3,117,"tensor(22.9917, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2431
318,0,-96.9,31,"tensor(23.9607, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2434
319,0,-91.6,84,"tensor(17.4866, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2443
320,0,-88.4,116,"tensor(12.4719, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2454
321,0,-96.6,34,"tensor(4.7096, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2458
322,0,-92.1,79,"tensor(47.2662, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2466
323,0,-88.5,115,"tensor(13.5686, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2477
324,0,-88.8,112,"tensor(7.5132, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2488
325,0,-88.3,117,"tensor(21.0032, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2500
326,0,-88.6,114,"tensor(3.8625, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2511
327,0,-88.4,116,"tensor(14.9413, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2523
328,0,-87.9,121,"tensor(19.5336, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2535
329,0,-89,110,"tensor(32.8610, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2546
330,0,-88.5,115,"tensor(21.0170, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2558
331,0,-88.5,115,"tensor(8.3544, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2569
332,0,-91.9,81,"tensor(15.2681, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2577
333,0,-96.9,31,"tensor(21.8904, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2580
334,0,-87.9,121,"tensor(12.8209, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2592
335,0,-88.4,116,"tensor(38.5756, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2604
336,0,-88.7,113,"tensor(8.5893, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2615
337,0,-88.5,115,"tensor(21.7221, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2627
338,0,-96.9,31,"tensor(76.3710, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2630
339,0,-90.2,98,"tensor(16.4013, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2640
340,0,-96.9,31,"tensor(31.1232, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2643
341,0,-93,70,"tensor(3.1734, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2650
342,0,-88.4,116,"tensor(40.3040, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2661
343,0,-96.9,31,"tensor(16.2569, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2664
344,0,-91.9,81,"tensor(6.3324, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2673
345,0,-96.9,31,"tensor(2.0342, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2676
346,0,-91.5,85,"tensor(25.7191, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2684
347,0,-88.2,118,"tensor(37.8325, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2696
348,0,-89.9,101,"tensor(29.8901, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2706
349,0,-96.9,31,"tensor(23.6740, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2709
350,0,-91.7,83,"tensor(8.4477, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2717
351,0,-96.9,31,"tensor(4.0780, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2721
352,0,-91.5,85,"tensor(34.8190, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2729
353,0,-88.8,112,"tensor(61.6528, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2740
354,0,-91.8,82,"tensor(16.6857, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2748
355,0,-88.9,111,"tensor(27.5380, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2760
356,0,-89.2,108,"tensor(14.5328, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2770
357,0,-96.4,36,"tensor(40.0541, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2774
358,0,-96.9,31,"tensor(14.9821, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2777
359,0,-87.5,125,"tensor(11.9513, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2790
360,0,-96.9,31,"tensor(11.7455, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2793
361,0,-92.3,77,"tensor(50.6533, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2800
362,0,-88.3,117,"tensor(58.7199, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2812
363,0,-88.7,113,"tensor(38.8223, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2823
364,0,-88.3,117,"tensor(33.2132, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2835
365,0,-88.7,113,"tensor(37.4723, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2846
366,0,-89,110,"tensor(25.6519, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2857
367,0,-89.5,105,"tensor(34.4801, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2868
368,0,-96.9,31,"tensor(20.6878, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2871
369,0,-92.5,75,"tensor(18.6189, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2878
370,0,-86.9,131,"tensor(33.4593, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2892
371,0,-89.4,106,"tensor(37.6499, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2902
372,0,-96.9,31,"tensor(41.4714, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2905
373,0,-92.5,75,"tensor(11.6771, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2913
374,0,-88.3,117,"tensor(35.4664, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2924
375,0,-88.2,118,"tensor(20.6354, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2936
376,0,-88.3,117,"tensor(9.7691, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2948
377,0,-88.8,112,"tensor(45.4825, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2959
378,0,-88.7,113,"tensor(25.9593, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2970
379,0,-96.9,31,"tensor(31.1250, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2974
380,0,-89.1,109,"tensor(33.7369, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2984
381,0,-88.4,116,"tensor(26.4565, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,2996
382,0,-96.4,36,"tensor(35.0067, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3000
383,0,-96.9,31,"tensor(14.7375, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3003
384,0,-96.9,31,"tensor(13.1091, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3006
385,1,16.5,165,"tensor(20.6068, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3022
386,0,-96.9,31,"tensor(28.3412, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3025
387,0,-96.8,32,"tensor(16.0174, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3029
388,0,-88.1,119,"tensor(31.8681, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3041
389,1,16.1,161,"tensor(19.5716, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3057
390,0,-92.3,77,"tensor(14.9687, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3064
391,0,-96.9,31,"tensor(57.8290, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3067
392,1,12.7,127,"tensor(26.3005, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3080
393,0,-96.9,31,"tensor(37.0935, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3083
394,0,-96.9,31,"tensor(35.9400, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3086
395,0,-96.9,31,"tensor(14.0346, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3089
396,0,-91.8,82,"tensor(32.1412, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3098
397,0,-96.9,31,"tensor(44.8924, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3101
398,0,-91.1,89,"tensor(60.2679, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3110
399,1,16.7,167,"tensor(26.6312, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3126
400,0,-92.1,79,"tensor(3.5813, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3134
401,0,-96.9,31,"tensor(34.5711, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3137
402,0,-96.9,31,"tensor(19.2147, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3140
403,0,-91.9,81,"tensor(15.6645, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3149
404,0,-96.9,31,"tensor(52.6330, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3152
405,0,-96.9,31,"tensor(29.9972, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3155
406,0,-96.9,31,"tensor(20.8802, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3158
407,0,-96.4,36,"tensor(39.4632, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3161
408,0,-96.9,31,"tensor(29.2477, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3165
409,0,-96.9,31,"tensor(60.5208, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3168
410,0,-96.9,31,"tensor(28.6816, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3171
411,0,-89.8,102,"tensor(17.5021, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3181
412,0,-96.4,36,"tensor(4.4121, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3185
413,0,-96.9,31,"tensor(11.3709, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3188
414,0,-96.9,31,"tensor(27.4618, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3191
415,0,-96.9,31,"tensor(24.1660, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3194
416,1,13.2,132,"tensor(59.7580, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3207
417,0,-90.7,93,"tensor(41.9384, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3216
418,0,-90.8,92,"tensor(6.8483, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3226
419,0,-86.3,137,"tensor(33.9436, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3239
420,0,-91.3,87,"tensor(29.7502, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3248
421,0,-88,120,"tensor(45.5048, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3260
422,0,-88.9,111,"tensor(41.7598, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3271
423,0,-88.5,115,"tensor(51.3113, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3283
424,0,-87.5,125,"tensor(24.3463, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3295
425,0,-87.8,122,"tensor(111.0781, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3307
426,2,132.2,322,"tensor(52.9185, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3339
427,0,-87.6,124,"tensor(31.9740, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3352
428,0,-95.9,41,"tensor(4.3382, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3356
429,0,-82,180,"tensor(43.2490, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3374
430,0,-88.7,113,"tensor(20.8523, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3385
431,0,-88.4,116,"tensor(47.8969, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3397
432,0,-88.3,117,"tensor(84.9039, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3409
433,0,-88.8,112,"tensor(7.5743, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3420
434,0,-86.4,136,"tensor(30.9280, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3433
435,0,-92.4,76,"tensor(19.0956, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3441
436,0,-85.6,144,"tensor(26.4624, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3455
437,0,-90.1,99,"tensor(57.2013, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3465
438,1,15.3,153,"tensor(25.4976, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3481
439,0,-90.6,94,"tensor(44.2989, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3490
440,1,14.2,142,"tensor(33.2584, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3504
441,0,-90.4,96,"tensor(50.0962, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3514
442,0,-96.8,32,"tensor(49.6286, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3517
443,0,-85.4,146,"tensor(114.9166, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3532
444,0,-87.8,122,"tensor(45.4079, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3544
445,1,17.4,174,"tensor(66.4885, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3561
446,0,-95.9,41,"tensor(13.1729, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3565
447,0,-85.7,143,"tensor(27.6266, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3580
448,0,-91.4,86,"tensor(21.1591, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3588
449,0,-86,140,"tensor(83.1575, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3602
450,0,-95.9,41,"tensor(34.1122, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3606
451,0,-93.9,61,"tensor(46.3716, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3612
452,0,-95.9,41,"tensor(18.0561, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3616
453,0,-90.8,92,"tensor(20.4983, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3626
454,0,-88.9,111,"tensor(56.1210, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3637
455,0,-95.9,41,"tensor(37.6828, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3641
456,0,-89.4,106,"tensor(5.5930, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3651
457,0,-90.6,94,"tensor(40.2933, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3661
458,0,-91.7,83,"tensor(104.8511, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3669
459,0,-95.7,43,"tensor(46.3960, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3673
460,0,-90.2,98,"tensor(15.5760, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3683
461,0,-95.9,41,"tensor(56.1748, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3687
462,0,-96.7,33,"tensor(31.7847, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3691
463,1,24,240,"tensor(53.2121, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3715
464,0,-93.2,68,"tensor(49.4794, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3721
465,0,-90.3,97,"tensor(53.7364, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3731
466,0,-90.6,94,"tensor(92.9442, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3741
467,0,-89.1,109,"tensor(72.4185, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3751
468,0,-95.9,41,"tensor(11.8609, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3756
469,0,-90.1,99,"tensor(23.4086, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3765
470,0,-90.1,99,"tensor(36.3401, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3775
471,0,-89.6,104,"tensor(30.5277, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3786
472,0,-95.9,41,"tensor(45.2987, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3790
